sample_index,claim,target,predicted,justification,correct,gt_justification
65,"Someone who couldn't afford health care under Barack Obama's Affordable Care Act gets penalized $10,000",REFUTED,REFUTED,"The Affordable Care Act (ACA) provided exemptions from the individual mandate penalty for those who could not afford coverage, such as when insurance costs exceeded 8.13% of household income ([KFF](https://www.kff.org/health-reform/issue-brief/the-cost-of-the-individual-mandate-penalty-for-the-remaining-uninsured/)). The penalty for an individual was never set at $10,000; the maximum for a single person was capped at the national average cost of a Bronze plan, and even for a family of five or more in 2015 it could reach $12,420 ([FAS](https://sgp.fas.org/crs/misc/R41331.pdf)). By the 2020 tax year, the penalty had been reduced to $0 by the Tax Cuts and Jobs Act of 2017 ([Holland & Hart](https://www.hollandhart.com/2019-repeal-of-the-affordable-care-acts-individual-mandate-penalties)). Thus, the claim is contradicted on multiple grounds.",True,"The 2nd Q&A pair point out that from 2019 there was no more penalty for having no health insurance in the US, whilst the claim was made in 2020."
66,Hunter Biden was chairman of the Nobel Peace Prize winning World Food Program.,SUPPORTED,REFUTED,"Hunter Biden served as Board Chairman of **World Food Program USA**, a U.S.-based nonprofit that supports the United Nations World Food Programme, not the UN agency itself [Source](https://sanantonioreport.org/before-hunter-biden-there-was-billy-carter-neil-bush-and-others/world-food-program-usas-annual-mcgovern-dole-leadership-award-ceremony/). The Nobel Peace Prize was awarded to the UN World Food Programme, which has its own separate leadership and does not include Hunter Biden in any official capacity [Source](https://www.wfp.org/news/wfp-executiveboard-welcomes-appointment-david-beasley-new-head). Therefore, the claim that he was chairman of the Nobel-winning World Food Program is false.",False,"Hunter Biden served as chairman from 2011 to 2015, according to the nonprofit’s annual reports."
67,National Testing Agency (NTA) has made a major blunder in NEET Exam Result 2020. They stated that the all India topper had failed.,REFUTED,CONFLICTING,"The National Testing Agency (NTA) initially declared Mridul Rawat as failed in the NEET 2020 results, but after rechecking he emerged as the all-India topper in the Scheduled Tribe (ST) category ([Livemint](https://www.livemint.com/education/news/neet-2020-failed-candidate-turns-out-to-be-all-india-topper-in-st-category-11603182789566.html)). This was reported as a ""major blunder"" by news outlets ([Business Today](https://www.businesstoday.in/latest/trends/story/major-blunder-in-neet-results-student-who-failed-found-to-be-the-topper-276333-2020-10-20)). However, the overall all-India topper was Soyeb Aftab (720/720), and the NTA itself denied any errors, calling such claims ""fake, fabricated"" ([NDTV](https://www.ndtv.com/education/claims-of-errors-in-neet-2020-results-fake-fabricated-nta-2313136)). Therefore, the evidence is conflicting.",False,Q&A source information proves that this claim is false. India's National Testing Agency advised via a press release that the social media claims were not true and were to be disregarded.
68,"Joe Biden said 'If Your 8-Year-Old Child Says They Want To Be Transgender, They Have A Right To Transition'.",NEI,REFUTED,"The fact-check confirms that Joe Biden never said the exact phrase attributed to him. During an ABC town hall on October 15, 2020, Biden responded to a mother’s question by stating that an 8- or 10-year-old child can decide they want to be transgender and that “there should be zero discrimination” ([Yahoo Finance](https://finance.yahoo.com/news/joe-biden-promises-mom-transgender-170710065.html)). No primary source or transcript supports the wording “right to transition”; the Federalist article paraphrases his remarks but does not provide the exact quote ([The Federalist](https://thefederalist.com/2020/10/19/joe-biden-tells-mom-he-supports-transgendering-eight-year-old-kids/)). No reputable fact-checking organization has verified the claimed phrase, and the context shows Biden was advocating against discrimination, not endorsing an unconditional right to transition. Therefore, the claim is refuted.",False,There is not enough evidence to support or refute the claim 
69,White House coronavirus adviser Dr. Anthony Fauci wrote a 2008 paper that found most 1918-1919 Spanish Influenza pandemic deaths were because of bacterial pneumonia from wearing masks.,REFUTED,REFUTED,"The 2008 paper co-authored by Dr. Anthony Fauci [found that the vast majority of 1918–1919 influenza deaths resulted from secondary bacterial pneumonia](https://www.cidrap.umn.edu/influenza-vaccines/study-bacterial-pneumonia-was-main-killer-1918-flu-pandemic), but the paper [makes no mention of masks or any causal link between mask-wearing and those deaths](https://academic.oup.com/jid/article/198/7/962/2192118). The claim falsely asserts that the paper attributed deaths to ""bacterial pneumonia from wearing masks,"" which is a misrepresentation; the paper instead attributes the pneumonia to viral lung damage and recommends pandemic planning focus on preventing and treating secondary bacterial infections, not on mask use.",True,There is no mention in the 2008 paper wearing masks could be responsible for the secondary bacterial pneumonia. respiratory–tract bacteria.
70,Dr Anthony Fauci wrote a paper regarding the Spanish Flu and stated that the majority of deaths in 1918-1919 was because of bacterial pneumonia from wearing masks.,REFUTED,REFUTED,"Dr. Anthony Fauci co-authored a 2008 paper in the *Journal of Infectious Diseases* that concluded ""the vast majority of influenza deaths resulted from secondary bacterial pneumonia"" during the 1918–1919 pandemic [Source](https://www.cidrap.umn.edu/influenza-vaccines/study-bacterial-pneumonia-was-main-killer-1918-flu-pandemic). However, no evidence—neither in that paper nor in any other source—links mask-wearing to bacterial pneumonia or attributes the majority of deaths to mask use. The claim's assertion that Fauci stated deaths were ""because of bacterial pneumonia from wearing masks"" is entirely unsupported; the fact-check explicitly found that mask-wearing was not mentioned as a contributing factor [Source](https://circleofmamas.com/health-news/bacterial-pneumonia-was-the-real-killer-during-1918-spanish-flu-pandemic/). Therefore, the central claim is false.",True,No link to masks was mentioned. 
71,India's imports from China increased by 27% during the period April-August 2020.,REFUTED,REFUTED,"Official data from Commerce and Industry Minister Piyush Goyal’s parliamentary statement shows that India’s imports from China actually **declined by 27.63%** during April–August 2020, with the value at $21.58 billion ([source](https://www.businesstoday.in/current/economy-politics/imports-from-china-decline-by-27-63-during-april-august-2020-piyush-goyal/story/416674.html)). This directly contradicts the claimed 27% increase, leading to a verdict of refuted.",True,the imports declined during this period
72,The daughter of Muahammadu Buhari (the President of Nigeria) is a board member of the Nigerian National Petroleum Corporation (NNPC).,REFUTED,REFUTED,"A presidential aide explicitly denied in 2018 that any of President Buhari’s daughters were on the NNPC board [source](https://www.lindaikejisblog.com/2018/8/none-of-president-buharis-daughter-is-a-member-of-the-nnpc-board-presidential-aide-bashir-ahmad-reacts-to-misleading-tweet.html), and the official NNPC board list from October 2020 includes no such appointee [source](https://businessday.ng/lead-story/article/buhari-names-new-non-executive-director-for-nnpc/). The only mention of a daughter (Zahra Buhari Indimi) concerns a deputy manager role at a subsidiary (PPPRA), not a board membership at NNPC itself [source](https://www.nairaland.com/5679927/anger-buharis-daughter-made-manager). No credible news reports support the claim, which is therefore refuted.",True,Q&As find that Muhammedu Buhari's (the President of Nigeria's) unnamed daughter is not a board member of the Nigerian National Petroleum Corporation (NNPC).
73,Chinese Diplomats Assault Taiwan Counterparts in Fiji,CONFLICTING,CONFLICTING,"The incident of October 8, 2020, involves",True,It seems both attacked each other based on the QA pairs.
74,"The Iowa Farm Bureau, US says that it would no longer be endorsing US Republican Iowa Sen. Joni Ernst for her re-election",REFUTED,REFUTED,"The Iowa Farm Bureau’s political action committee designated Joni Ernst as a “Friend of Agriculture” for the 2020 general election, a formal endorsement, and no official statement was issued withdrawing that support ([source](https://www.iowafarmbureau.com/Article/FB-designates-Friends-of-Ag)). All retrieved sources confirm continued endorsement, directly contradicting the claim that the Bureau would no longer endorse her.",True,From the 3rd question and answer pair it seems the the Iowa Farm Bureau is still endorsing republican senator joni ernst. Therefore the cliam is refuted
75,Joe and Jill Biden's income has increased recently.,SUPPORTED,REFUTED,"The claim is refuted by the available tax return data, which shows a **consistent and significant decline** in Joe and Jill Biden's combined adjusted gross income: from approximately **$11 million in 2017** ([CNBC](https://www.cnbc.com/2019/07/09/joe-biden-releases-tax-returns-during-2020-democratic-primary.html)) to **more than $4.5 million in 2018** ([NBC News](https://www.nbcnews.com/politics/2020-election/biden-releases-2019-tax-returns-ahead-first-debate-n1241387)), and further down to **about $985,000 in 2019** ([CPA Practice Advisor](https://www.cpapracticeadvisor.com/2020/09/30/biden-2019-tax-returns-show-high-income-and-high-tax-rate/40527/)). No evidence supports an income increase in the period leading up to October 2020.",False,The answers show that the couples income in recent years had increased so it is supported.
76,"Hunter Biden (son of US president Joe Biden)  had 25,000 pics of him torturing and raping children under 10 in China on his laptop.",NEI,REFUTED,"No credible law enforcement agency has confirmed child sexual abuse material on Hunter Biden’s laptop, and the original New York Post articles from October 2020 that reported “nearly 25,000 images” described them as “sexually explicit selfies and porn,” not child abuse, and did not mention China or torture/rape of children ([source](https://nationalfile.com/bombshell-ny-post-refuses-to-publish-all-25000-hunter-pics-after-reports-they-include-child-porn/)). The specific allegation about 25,000 images of torturing and raping children under 10 in China was added later by fringe outlets like OAN and Revolver News, without any corroboration ([source](https://nationalfile.com/bombshell-ny-post-refuses-to-publish-all-25000-hunter-pics-after-reports-they-include-child-porn/)). No verified photographs, witness accounts, or victim testimonies exist ([source](https://www.politifact.com/factchecks/2020/aug/12/facebook-posts/fact-checking-pedophilia-attacks-against-joe-biden/)), and the claim has been identified as an antisemitic conspiracy theory ([source](https://www.politifact.com/search/stories/?q=farrakhan)). Therefore, the claim is refuted.",False,Answers do not confirm or deny this.
77,A third of excess deaths in the United States between 1 March and  1 August 2020 during the COVID-19 pandemic could not be directly attributed to the coronavirus,SUPPORTED,SUPPORTED,"A JAMA study published on October 12, 2020, analyzed 225,530 excess deaths in the U.S. between March 1 and August 1, 2020, using data from the [National Center for Health Statistics and the U.S. Census Bureau](https://www.cnn.com/2020/10/12/health/us-deaths-covid-19-pandemic-jama-study/index.html). It found that 150,541 (67%) were directly attributed to COVID-19, leaving approximately 33% (one-third) not directly attributed to the coronavirus. This remainder includes deaths indirectly caused by the pandemic, such as from delayed medical care or drug overdoses, as noted in [NBC News](https://www.nbcnews.com/health/health-news/covid-19-pandemic-has-claimed-far-more-lives-reported-study-n1242970). The claim aligns precisely with this study, and no evidence contradicts it.",True,From the last answer it seems that the excess death was indeed 1 third. Therefore the claim is supported 
78,"Prominent US Democrat party members including Hillary and Bill Clinton, were running a child sex-trafficking ring in the basement of a Washington, D.C., pizzeria.",REFUTED,REFUTED,"The claim is a baseless conspiracy theory known as ""Pizzagate,"" which has been thoroughly debunked. The allegedly implicated pizzeria, Comet Ping Pong, ""doesn’t even have a basement"" ([The Cut](https://www.thecut.com/2016/12/to-understand-pizzagate-it-helps-to-understand-cults.html)), and no law enforcement investigations found any evidence of sex-trafficking ([NPR](https://www.npr.org/2016/11/27/503489400/fake-news-surge-pins-d-c-pizzeria-as-home-to-child-trafficking)). Neither Hillary nor Bill Clinton have ever been charged or formally accused of any crime related to child sex-trafficking ([USA Today](https://www.usatoday.com/story/news/factcheck/2020/06/21/fact-check-hillary-clinton-wasnt-court-testifying-june-2/3199725001/)), and the story originated from false online rumors on platforms like 4chan ([PolitiFact](https://www.politifact.com/factchecks/2020/oct/07/facebook-posts/four-years-later-theres-still-no-evidence-support-/)). All evidence explicitly refutes the allegation, leading to a final verdict of `refuted`.",True,The sources show that this claim is incorrect and is false news so the claim is refuted.
79,Anthony Weiner’s laptop contained proof Hillary Clinton & her associates are involved in child trafficking & paedophilia,REFUTED,REFUTED,"The claim is not supported by any credible evidence. While Anthony Weiner's laptop was seized by the FBI, the investigation targeted Weiner's own sexual misconduct, not Hillary Clinton or her associates. No official charges, indictments, or public statements have ever linked the laptop's contents to child trafficking or pedophilia involving Clinton. The sources for the allegation consist solely of anonymous, unverified reports from the disreputable website True Pundit and an online forum. Credible news organizations did not report the claim, and PolitiFact rated it ""Pants on Fire,"" explicitly calling it a rumor or hoax [PolitiFact](https://www.politifact.com/factchecks/2016/nov/04/conservative-daily-post/evidence-ridiculously-thin-sensational-claim-huge-/). The FBI itself declined to confirm any such investigation. Therefore, the claim is false.",True,The FBI cleared Hilary Clinton of the charges
80,"“Red-tagging” is a term invented by the Communist Party of the Philippines, the New People's Army, and the National Democratic Front (CPP-NPA-NDF).",REFUTED,REFUTED,"The term ""red-tagging"" is a well-documented, long-standing practice used by state actors against alleged communists, with historical roots in the 1950s Philippines and parallels to McCarthyism, not a term invented by the CPP-NPA-NDF. Multiple sources, such as [Wikipedia](https://www.wikiwand.com/en/Red-tagging_in_the_Philippines) and the [BBC](https://www.bbc.co.uk/news/world-asia-54144623), describe it as a government-led tactic used against left-leaning individuals and groups, and no evidence was found that the CPP-NPA-NDF coined the term. The claim's author, Lorraine Badoy, provided no supporting evidence for her assertion during a Senate budget hearing.",True,"“Red-tagging” has been in existence before  CPP-NPA-NDF were founded. 

The word ''Red-tagging'' was used in a US document dating back to 1947. And the CPP-NPA-NDF were founded in December 26, 1968. "
81,"NBC News Kristen Welker gave thousands of dollars to Obama, Clinton and Biden, is registered as a Democrat & her family spent Christmas with the Obamas at the White House.",CONFLICTING,REFUTED,"The fact-check found that the claim is largely inaccurate. The donations attributed to Kristen Welker were actually made by her parents, not by her personally ([source](https://nypost.com/2020/10/17/kristen-welker-next-debate-moderator-has-deep-democrat-ties/)). While she was a registered Democrat in the past (2004 in Rhode Island, 2012 in Washington, D.C.), she is currently registered with no party in D.C. ([source](https://www.hollywoodreporter.com/news/politics-news/president-trump-calls-next-debate-moderator-kristen-welker-terrible-and-unfair-4078617/)). The report that her family spent Christmas with the Obamas in 2012 is supported by a news article ([source](https://nypost.com/2020/10/17/kristen-welker-next-debate-moderator-has-deep-democrat-ties/)), but this does not offset the false statements about donations and current party affiliation. Therefore, the overall claim is refuted.",False,"Q2 shows that the person named in the claim did donate money to the people named in the claim, but at lesser amounts than claimed.
Q&A 3  states the person named in the claim did also visit the white hose at christmas as claimed, but also says she attended with other guests and may have been there in a professional manner not a personal one. so some facts are similar to as claimed, whilst others are taken out of context.
"
82,In the US lockdowns are partly responsible for excess deaths not directly attributed to COVID-19 which were observed in 2020.,NEI,SUPPORTED,"The fact-check found that in the US, excess deaths not directly attributed to COVID-19 in 2020 were substantial—33% of ~225,530 excess deaths per a [JAMA study](https://jamanetwork.com/journals/jama/fullarticle/2771761) and ~100,947 per the [CDC](https://www.cdc.gov/mmwr/volumes/69/wr/pdfs/mm6942e2-H.pdf). A [medRxiv study](https://www.medrxiv.org/content/10.1101/2020.06.26.20098434v1.full) directly documents a mechanism linking lockdowns to these deaths: a 43.8% reduction in acute medical admissions and more than double the risk of in-hospital death from delayed care for time-sensitive conditions like heart attacks. Other sources note that non-COVID excess deaths could reflect pandemic disruptions, including stay-at-home orders, but do not isolate lockdown effects from other pandemic factors. While no rigorous causal analysis separates lockdowns from broader pandemic impacts, the documented pathway via delayed medical care supports the claim that lockdowns were partly responsible. Thus, the claim is **supported**.",False,The Q&A's only mention excess death due to covid and so no data for other causes such as the claimed 'lockdowns' so more evidence is needed.
83,"Pennsylvania US rejects 372,000 mail-in ballots.",REFUTED,REFUTED,"The fact-check reveals that Pennsylvania rejected 372,000 **requests** for mail-in ballots, not the ballots themselves; over 90% of these were duplicate applications ([ProPublica](https://www.propublica.org/article/pennsylvanias-rejection-of-372-000-ballot-applications-bewilders-voters-and-strains-election-staff), [The Philadelphia Inquirer](https://www.inquirer.com/politics/election/pennsylvania-mail-ballot-rejections-duplicate-applications-20201016.html)). The claim falsely labels these as rejected ballots, misrepresenting the data. The verdict is therefore refuted.",True,It was applications that were rejected and not actual ballots.
84,It's unclear how Joe Biden acquired his recent wealth since leaving office in 2017,REFUTED,REFUTED,"Publicly available tax returns and financial disclosures, along with credible media reports from the [Associated Press](https://www.bostonglobe.com/news/politics/2019/07/09/biden-earned-millions-after-leaving-white-house-financial-disclosures-show/YDpLcGshpG7pJNzrTTRgWO/story.html), [Forbes](https://www.forbes.com/sites/michelatindera/2019/07/10/bidens-made-nearly-twice-as-much-in-2017-than-previous-19-years-combined/), and [VOA](https://www.voanews.com/a/usa_us-politics_biden-and-wife-made-more-15m-after-leaving-office/6171514.html), document that Joe Biden’s post‑2017 wealth came from transparent sources: approximately $13.2 million from book deals, over $2.4 million from speaking engagements, and about $775,000 from a professorship at the University of Pennsylvania, with Jill Biden contributing at least $700,000 from her own speaking fees. No undisclosed or mysterious income sources were found, and no official investigations were necessary because the earnings are fully accounted for in his [publicly filed tax returns and financial disclosure forms](http://www.disclosures.org/joe-biden-financial-disclosures/). Thus, the claim that his wealth accumulation is “unclear” is refuted.",True,He made $15.6 million in the 2 years after he left office mostly through speaking fees 
85,India's Congress party candidate Maskoor Usmani installed Jinnah's portrait at AMU.,REFUTED,REFUTED,"The portrait of Muhammad Ali Jinnah has been a historical fixture at Aligarh Muslim University’s students’ union hall since 1938, when Jinnah was granted life membership—long before any involvement by Maskoor Usmani. The university administration (spokesperson Shafey Kidwai and Vice Chancellor Tariq Mansoor) explicitly stated that Usmani did not install it, and Usmani himself denied the allegation, calling it a “blatant lie.” No photographic, video, or eyewitness evidence supports the claim, and the only outlet that reported it (AajTak) was found false by fact-checkers. The claim is therefore contradicted by all available evidence. [Source](https://www.thequint.com/news/webqoof/aajtaks-claim-that-maskoor-usmani-hung-jinnah-portrait-at-amu-is-false)",True,"The portrait of Jinnah has been on display at AMU since 1938, so India's Congress party candidate Maskoor Usmani could not have installed it. Hence, the claim is refuted."
86,"Donald Trump Jr. said, “My father doesn’t need to rape women. It’s more likely a woman would rape him. That’s how popular he is.”",REFUTED,NEI,"The fact-check found no evidence to support the claim. Searches of a [Daily Beast article](https://www.thedailybeast.com/donald-trump-jr-metoo-makes-me-fear-more-for-my-sons-than-my-daughters) and a [Los Angeles Times article](https://www.latimes.com/world-nation/story/2019-10-20/donald-trump-jr-provocateur-preacher-father) did not yield the quoted statement, nor any official transcripts or verified social media archives containing it. With neither supporting nor refuting documentation available, there is insufficient information to determine whether Donald Trump Jr. made the remark.",False,no reliable source has been provided.
87,"Hyderabad Metropolitan Water Supply and Sewerage Board (HMWSSB) is delivering 1kg bleaching powder, chlorine tablets to people’s doorsteps",SUPPORTED,NEI,"The fact-check record contains no evidence, sources, or analysis—only a placeholder ""Initial Q&A"" with no substantive information. Without any documentation to support or refute the claim that HMWSSB delivered bleaching powder and chlorine tablets to doorsteps on October 16, 2020, it is impossible to evaluate the claim's accuracy. The verdict is **not enough information**.",False,Seems that chlorine is indeed being handed out. Therefore the claim is supported 
88,A man who received four ballot applications votes four times in the 2020 election.,REFUTED,REFUTED,"The fact-check found that the claim refers to Ralph Shicatano, who requested a mail-in ballot but voted in person without submitting it, and there is no evidence he voted multiple times. The source explicitly states he ""did not vote by mail"" and only voted once using a machine ([PennCapital-Star](https://www.penncapital-star.com/government-politics/trump-campaign-cites-republican-candidate-proof-of-mail-in-voter-fraud-in-pennsylvania/)). No mention of four ballot applications or four votes exists in the evidence, and no charges were filed. The claim is directly contradicted by the recorded information.",True,It seems from the QAs that counting votes twice is illegal. Therefore the claim is refuted 
89,"Most deaths in the 1918 influenza pandemic originated from bacterial pneumonia caused by face masks and that Dr Anthony Fauci, the US government’s top expert in the fight against Covid-19, knew about it.",REFUTED,REFUTED,"The claim is refuted. Peer-reviewed research consistently shows that the vast majority of deaths in the 1918 influenza pandemic resulted from secondary bacterial pneumonia following influenza virus infection, not from face masks [New Scientist](https://www.newscientist.com/article/dn14458-bacteria-were-the-real-killers-in-1918-flu-pandemic/) [NIH](https://www.nih.gov/news-events/news-releases/bacterial-pneumonia-caused-most-deaths-1918-influenza-pandemic). A 2008 study co-authored by Dr. Anthony Fauci confirmed that more than 90% of deaths were due to bacterial pneumonia after the virus damaged the respiratory tract [CIDRAP](https://www.cidrap.umn.edu/influenza-vaccines/study-bacterial-pneumonia-was-main-killer-1918-flu-pandemic). No evidence links mask-wearing to increased bacterial pneumonia; the complication occurred regardless of mask use [NIH](https://www.nih.gov/news-events/news-releases/bacterial-pneumonia-caused-most-deaths-1918-influenza-pandemic). Furthermore, Fauci’s research and public health guidance do not implicate face masks as a cause of death [JSTOR](https://daily.jstor.org/anthony-s-fauci-on-pandemic-preparedness/). The claim therefore has no factual basis.",True,"there is no evidence this happened in 1918, and no evidence that mask wearing causes bacterial pneumonia. "
90,"BJP MP Kirron Kher Said ""Rape Is A Part Of Indian Culture And It Can't Be Stopped""",REFUTED,REFUTED,"The claim is false: Kirron Kher never said ""Rape Is A Part Of Indian Culture And It Can't Be Stopped."" Her actual remarks from a 2018 interview, verified by [India Today](https://www.indiatoday.in/fact-check/story/fact-check-kirron-kher-didn-t-say-rapes-cannot-be-stopped-as-it-s-part-of-our-culture-1731299-2020-10-13) and [Times of India](https://m.timesofindia.com/times-fact-check/news/fake-alert-bjp-mp-kirron-kher-didnt-say-rape-is-part-of-indian-culture/articleshow/78687624.cms), were that ""rapes have been happening for long in India"" and that the solution requires changing societal mindsets and awarding the death penalty to rapists. The attributed quote is a distortion, and no verified video or audio of the alleged statement exists.",True,The MP has said comments about rape but not the phrase that it can not be stopped. The claim was also on a Facebook page that spreads fake news.
91,"A message will be sent to your phone claiming to show that the Covid19 curve is flattening in India, But It will contain a malicious file",REFUTED,REFUTED,"The claim was investigated by the fact-checking organization BOOM Live, which found the viral warning to be a hoax, following the pattern of previous WhatsApp hoaxes with no actual malware involved [BOOM Live](https://www.boomlive.in/fast-check/hoax-message-claims-india-is-doing-it-video-will-hack-your-phone-10210). While India’s CERT-IN issued a notice about a separate WhatsApp vulnerability, no verified reports or documented incidents exist of a malicious file being attached to messages about the COVID-19 curve in October 2020 [The Quint](https://www.thequint.com/news/webqoof/india-is-doing-it-video-will-hack-your-phone-hoax-message). Thus, the claim is refuted.",True,QA pairs state it is fake.
92,US Sen Kamala Harris failed the bar exam  (qualifying examination for lawyers)on her first attempt,SUPPORTED,SUPPORTED,"Kamala Harris graduated from UC Hastings College of Law in 1989 and sat for the California Bar Exam that same year, failing on her first attempt [\[JD Advising\]](https://jdadvising.com/did-kamala-harris-fail-the-bar-exam/) before passing on her second try [\[Distractify\]](https://www.distractify.com/p/did-kamala-harris-fail-the-bar-exam). This information is supported by credible pre-2020 sources, including a 2017 *ABA for Law Students* article referenced in the Distractify report, with no contradictory evidence.",True,Answer is supported by the source - that U.S. Sen Kamala Harris did fail her first bar exam. 
93,US Judge Amy Coney Barrett graduated at the top of her law school class at Notre Dame Law School,SUPPORTED,SUPPORTED,"Amy Coney Barrett earned her J.D., summa cum laude, from Notre Dame Law School, where she was officially recognized as the No. 1 student in her class, receiving the Hoynes Prize—the law school’s highest honor ([source](https://news.nd.edu/news/notre-dame-law-school-professor-barrett-nominated-to-us-supreme-court/)). This ranking is further confirmed by her official biography ([source](https://works.bepress.com/amy_barrett/)), and no evidence contradicts her status as the top graduate. Therefore, the claim is fully supported.",True,Judge Amy Coney Barrett graduated at the top of her law school class
94,"Saved by the Bell actor, Dustin Diamond died in a prison riot.",REFUTED,REFUTED,"Dustin Diamond died on February 1, 2021 from stage 4 lung cancer, not in a prison riot as the hoax claimed. Multiple sources confirm his cause of death ([TMZ](https://www.tmz.com/people/dustin-diamond/), [The Standard](https://www.standard.co.uk/topic/dustin-diamond)), and Snopes explicitly debunked the prison‑riot story as a hoax ([Snopes](https://www.snopes.com/fact-check/dustin-diamond-murder/)). Additionally, Diamond served a jail sentence in 2016 and was released early, with no record of any subsequent incarceration or riot involvement ([E! News](https://www.eonline.com/news/731763/dustin-diamond-begins-his-4-month-jail-sentence-for-bar-stabbing)).",True,"According to the answers source information the actor Duston Diamond died at a date later than that quoted in the metadata, and of Stage 4 small cell carcinoma, not in a prison riot."
95,Controversial abortion methods are allowed under New Zealand's Abortion Legislation Act (2020).,REFUTED,SUPPORTED,"The claim is supported because the Abortion Legislation Act 2020 removed previous legal restrictions on specific controversial abortion methods, explicitly including intact dilation and extraction (partial-birth abortions) [Source: https://righttolife.org.uk/news/nz-pm-rushes-worlds-most-extreme-abortion-law-into-law-while-country-distracted-with-pandemic]. While the Act does not name any methods in its text, the absence of prohibitions means these methods are legally permitted [Source: https://simple.wikipedia.org/wiki/Abortion_Legislation_Act_2020]. The Act includes conscience clauses and a requirement for a health practitioner assessment after 20 weeks, but these do not specifically ban the methods [Source: https://en.wikipedia.org/wiki/Abortion_Legislation_Act_2020].",False,The answers and credible sources show that they do not have controversial abortion methods so the claim is refuted.
96,"Commission on Human Rights (CHR) Chairman Chito Gascon called a “surprise military attack” by the Philippine Army,  conducted on members of the New People’s Army (NPA) a “violation of human rights.”",REFUTED,NEI,"The claim that CHR Chairman Chito Gascon called a Philippine Army attack on NPA members a human rights violation cannot be verified due to a complete lack of credible evidence. The sole source, Pinoy News Center, explicitly disclaims responsibility for accuracy and lacks editorial oversight ([source](https://pinoynewscenter.blogspot.com/2020/08/shocking-sabwatan-nina-noynoy-at-risa.html)). No primary source—such as an official CHR statement or a reliable news report—was provided to confirm Gascon made the statement, and the legal status of NPA members under international humanitarian law remains unclear. Therefore, the verdict is **not enough information**.",False,The answers show that the page is a fake news site so the claim is refuted.
97,IMAGE CLAIMS DONALD TRUMP CURRENTLY FACES A COURT CASE FOR ALLEGEDLY SEXUALLY ASSAULTING A 13-YEAR-OLD,REFUTED,REFUTED,"The only relevant lawsuit—filed in 2016 under the pseudonym ""Katie Johnson"" in New York state court alleging sexual assault of a 13-year-old—was voluntarily dismissed in November 2016, years before the claim date of October 14, 2020 ([The Dispatch](https://thedispatch.com/article/is-donald-trump-facing-a-court-case/)). No active court case existed on that date, and the claim that Trump “currently faces” such a case is therefore false ([Courthouse News](https://www.courthousenews.com/rape-allegations-refiled-against-trump/)).",True,Answer states trump attended no such court appearance and a case was dropped in 2016 which was similar.
98,The iPhone 12 won’t come with earphones and a charging adapter.,SUPPORTED,SUPPORTED,"Apple officially announced on October 14, 2020, that the iPhone 12 series would not include a charging adapter [source](https://ijunkie.com/iphone-12-does-not-ship-charger-earphones-in-box/), and its product page confirmed that neither EarPods nor a power adapter are included [source](https://www.macrumors.com/2020/10/13/iphone-12-ships-without-earpods-or-charger/). The retail box was reported to contain only the phone and a USB‑C to Lightning cable, with no earphones or charging brick [source](https://wccftech.com/apple-iphone-12-mini-and-iphone-12-pro-max-retail-box-contents/). This marked a departure from previous models, which had included both accessories [source](https://techcrunch.com/2020/10/13/iphones-wont-come-with-headphones-or-power-adapters-in-the-box-from-now-on/). No evidence contradicts these findings, fully supporting the claim.",True,"Evidence shows that Apple has removed the earphones and a charging adapter from Iphone 12 boxes to reduce carbon emissions and cut back on the mining and use of materials used to make these items. Hence, the claim is supported."
99,New Zealand's Abortion Legislation Act (2020) does not make it a legal requirement that babies born alive after an abortion are given medical support.,REFUTED,SUPPORTED,"The Abortion Legislation Act 2020 contains no provision requiring medical support for babies born alive after an abortion. A proposed amendment that would have imposed such a duty was explicitly rejected during the legislative process [Wikipedia](https://en.wikipedia.org/wiki/Abortion_Legislation_Act_2020), and the Act as passed includes no such clause. Prior to the Act, there was no specific legal duty of this kind, and the Act did not introduce one [Right To Life UK](https://righttolife.org.uk/news/nz-pm-jacinda-ardern-votes-against-born-alive-amendment). Thus, the claim is directly supported by the evidence.",False,The answer and source show that the claim is not correct so it is refuted.
