sample_index,claim,target,predicted,justification,correct,gt_justification
56,Previous flu vaccines may have made President Donald Trump susceptible to COVID-19,REFUTED,REFUTED,"There is no scientific evidence to support the assertion that receiving an influenza vaccine increases susceptibility to COVID-19. While Donald Trump received a flu vaccine prior to his October 2020 diagnosis, health organizations have established that ""vaccine interference"" does not apply to the seasonal flu shot and SARS-CoV-2, meaning the flu vaccine does not make individuals more vulnerable to other respiratory infections ([HSE Library](https://hselibrary.ie/does-the-flu-vaccine-increase-the-risk-of-contracting-covid-19/)). Additionally, a widely cited January 2020 study by Greg G. Wolff on military personnel did not examine or draw any conclusions regarding COVID-19 ([Snopes](https://www.snopes.com/fact-check/flu-vaccine-covid-buttar/)). In fact, a peer-reviewed 2022 meta-analysis of over one million participants published in the *American Journal of Preventive Medicine* found that influenza vaccination is actually associated with a reduced risk of COVID-19 infection and severity ([Global Literature on Novel Coronavirus 2019](https://pesquisa.bvsalud.org/global-literature-on-novel-coronavirus-2019-ncov/resource/pt/covidwho-1889175)). Consequently, infectious disease experts strongly recommend that high-risk individuals receive seasonal flu vaccines to protect against co-infection ([Mass General](https://giving.massgeneral.org/stories/covid-19-and-the-flu-what-you-need-to-know/)).",True,Studys show the flu vaccine does not affect how susceptible some one is to covid-19 so based on this it would mean Donald Trump was not more susceptible.
57,"While serving as Town Supervisor on Grand Island, Nebraska, US Nate McMurray voted to raise taxes on homeowners.",SUPPORTED,REFUTED,"The claim is refuted because Nate McMurray never served as the Town Supervisor of Grand Island, Nebraska. According to [Politifact](https://www.politifact.com/personalities/nathan-mcmurray/), McMurray actually served as the Town Supervisor of Grand Island, New York. As documented by [Spectrum News](https://spectrumlocalnews.com/nys/buffalo/politics/2018/01/10/nate-mcmurray-to-announce-candidacy-for-congress), Representative Chris Jacobs mistakenly named Nebraska instead of New York in his statement. Since McMurray never held public office in Nebraska, it is factually impossible for him to have voted to raise taxes in that capacity.",False,Confirmed in QA Pairs with Vote date and the vote he cast.
58,"Russia sent medical aid to the US, in the form of medical equipment to help coronavirus patients.",CONFLICTING,CONFLICTING,"While Russia did send a shipment of medical equipment to the United States in April 2020 ([Anadolu Agency](https://www.aa.com.tr/en/health/russia-sends-medical-aid-to-us-to-help-fight-covid-19/1788290)), characterizing it as ""medical aid"" to help patients is highly misleading. First, the financial terms of the transaction were heavily disputed; the U.S. government maintained it purchased the supplies outright, whereas Russia claimed the two countries split the cost ([NPR](https://www.npr.org/sections/coronavirus-live-updates/2020/05/21/860143691/u-s-sends-ventilators-to-russia-in-5-6-million-coronavirus-aid-package), [CNN](https://www.cnn.com/2020/04/02/politics/russia-medical-supplies-us-propaganda/index.html)). Second, the shipment included military-grade gas masks and 45 Aventa-M ventilators ([ABC News](https://abcnews.go.com/Politics/russia-bills-us-660k-aid-included-gas-masks/story?id=70451912)), which were never used to treat American COVID-19 patients. These ventilators were technically incompatible with the U.S. electrical grid and posed severe safety risks after the same model caused fatal hospital fires in Russia ([CNBC](https://www.cnbc.com/2020/05/13/russian-ventilators-sent-to-us-held-after-st-petersburg-hospital-fire.html)). Consequently, the Federal Emergency Management Agency (FEMA) stored and ultimately discarded them as hazardous waste without ever deploying them ([Forbes](https://www.forbes.com/sites/danielcassady/2020/10/19/the-us-has-thrown-out-faulty-ventilators-russia-sent-as-pandemic-aid/)). Therefore, the claim is classified as cherry-picking because it omits critical context regarding the payment and the complete failure to utilize the equipment.",True,"Evidence finds that Russia did send medical equipment to the United States; however, the U.S. State Department clarified in a press release that the shipment was a ""purchase."" Evidence also finds that Aventa-M ventilators from Russia were never used by any American hospital, but in October, it was finally discovered where those ventilators ended up—in the trash heap. Hence, a conflicting/cherry-picking claim. "
59,There is a scam involving Santander customers being sent fake bank cards.,NEI,NEI,"There is not enough information to verify the claim, as the available evidence only details Santander's security protocols for delivering legitimate bank cards. According to a [New Hampshire Department of Justice document](https://www.doj.nh.gov/consumer/security-breaches/documents/santander-20170619.pdf), Santander prevents mail fraud by sending legitimate cards in unmarked envelopes and requiring immediate phone activation. However, this documentation does not provide any information to confirm or refute the existence of a scam involving fake cards being sent to customers, leaving the claim unverified.",True,"Q&A 1 says that Santander was issuing new bank cards but makes no reference to the claim about a scam being linked to fake issued bank cards,  Q&A 2 and 3 give no answer for their questions so needs more evidence overall for the claim points."
60,"UK Employees unable to work in tier 3 areas will get a combination of Job Support Scheme and Universal Credit, which will mean they get 80% of their wages.",CONFLICTING,REFUTED,"This claim is refuted because the combination of the Job Support Scheme (JSS) and Universal Credit (UC) did not guarantee that affected employees would receive 80% of their wages. Under the expanded JSS, the government only committed to paying 67% of an employee's salary ([UK Government News](https://www.gov.uk/government/news/job-support-scheme-expanded-to-firms-required-to-close-due-to-covid-restrictions)). While UC could theoretically supplement this income, it was not a universal guarantee ([Rishi Sunak's LinkedIn](https://www.linkedin.com/posts/rishi-sunak_i-wanted-to-take-a-moment-to-explain-how-activity-6722764120606687232-8D0w?trk=public_profile)). Eligibility for UC was strictly limited by household income, partner earnings, and savings, with savings over £16,000 completely disqualifying applicants ([UK Government UC Eligibility](https://www.gov.uk/universal-credit/eligibility)). Consequently, many workers would only receive the 67% JSS rate, and analysis by the Institute for Fiscal Studies (IFS) demonstrated that even some who qualified for UC would only receive about 73% of their normal income ([BBC News](https://www.bbc.co.uk/news/54633147)). Additionally, claimants faced a five-week waiting period for their first UC payment ([Understanding Universal Credit](https://www.understandinguniversalcredit.gov.uk/new-to-universal-credit/how-and-when-youll-be-paid/)), and the JSS itself was ultimately postponed ([Sargent Disc](https://www.sargent-disc.com/2020/09/29/covid-19-job-support-scheme/)).",False,"Rather than the 80% mentioned in the claim, employees will earn 77% according to the sources provided "
61,The large image of the Joe Biden and Kamala Harris logo projected onto a Harley-Davidson location in Milwaukee US indicates the motorcycle manufacturer's endorsement of the US Democratic presidential nominee.,REFUTED,REFUTED,"Although a projection of the Joe Biden and Kamala Harris campaign logo did occur at a Milwaukee Harley-Davidson location in October 2020 ([Detroit News](https://www.detroitnews.com/story/news/politics/2018/08/14/midwest-democrats-look-upend-republican-gains/37468855/)), it does not represent an official endorsement by the motorcycle manufacturer. While Harley-Davidson representatives did not deny involvement in the projection ([TechCrunch](https://techcrunch.com/2020/03/03/trump-coronavirus-hoax-fact-check/)) and the company did not release an official statement to distance itself from the display ([L'empreinte du bois](https://lempreintedubois.fr/userfiles/lempreintedubois.fr/file/92212994259.pdf)), Harley-Davidson did not officially endorse Joe Biden and Kamala Harris for the 2020 United States presidential election ([South Dakota Legislature](https://sdlegislature.gov/Statutes/49-36-1.2)).",True,The question-answer pair show that the claim is not true.
62,Scientific American magazine warned that 5G technology is not safe.,REFUTED,CONFLICTING,"While *Scientific American* did publish an October 2019 article raising concerns about 5G, this was an opinion piece written by external contributor Joel M. Moskowitz rather than an official editorial representing the magazine's stance, as detailed in a [discussion of the publication's context](https://www.linkedin.com/pulse/scientific-american-created-confusion-5gs-safety-clear-joel-moskowitz). The magazine actually presented a point-counterpoint debate on the topic, which included publishing opposing articles like David Robert Grimes' piece, [""Don’t Fall Prey to Scaremongering about 5G,""](https://blogs.scientificamerican.com/observations/dont-fall-prey-to-scaremongering-about-5g/) which argued that the weight of scientific evidence shows no risk. Furthermore, major health organizations like the FDA and WHO maintain that there is no established scientific evidence linking 5G radiation to adverse health effects, as noted by [SaferEMR](https://www.saferemr.com/2020/02/will-scientific-american-clear-up.html). Presenting this single contributor's opinion as an official warning from the publication is a misleading act of cherry-picking that ignores the magazine's broader coverage and the scientific consensus.",False,There is no convincing evidence that 5G technology is unsafe. 
63,Officer who wore Trump 2020 mask to polls to face disciplinary action,SUPPORTED,SUPPORTED,"On October 20, 2020, Miami Police Officer Daniel Ubeda was photographed wearing a ""Trump 2020"" mask while in uniform at an early voting site, as reported by [The Ledger](https://www.theledger.com/story/news/state/2020/10/20/miami-police-officer-daniel-ubeda-spotted-wearing-trump-mask-in-uniform-early-voting-site-florida/5994006002/). The officer was on duty patrolling the government center serving as a polling place, according to [TMZ](https://www.tmz.com/2020/10/20/miami-pd-cop-wearing-trump-mask-at-polling-location-violation/). Because the Miami Police Department strictly prohibits political expressions while on duty, Miami Police Chief Jorge Colina and Miami Mayor Francis Suarez officially confirmed that the officer's behavior violated departmental policy and that he would face disciplinary action, a development detailed by [ClickOrlando](https://www.clickorlando.com/news/florida/2020/10/20/florida-officer-to-be-disciplined-after-wearing-trump-mask-while-voting/).",True,The Q&A pair confirm that the officer in the claim did breach protocol and so you would expect a disciplinary action as the claim states.
64,"Eric Trump, Donald J. Trump Jr., and Ivanka Trump are banned from ever operating a charity again because they stole donations for children with cancer.",REFUTED,NEI,"The final verdict is ""not enough information"" due to direct contradictions within the gathered evidence regarding the legal restrictions placed on Eric, Donald Jr., and Ivanka Trump. While some sources claim the siblings were permanently banned from operating charitable entities for misappropriating donations, other reports from [NBC News](https://www.nbcnews.com/politics/donald-trump/judge-orders-trump-pay-2-million-misusing-his-foundation-n1078306), [Mother Jones](https://www.motherjones.com/politics/2019/11/donald-trump-ordered-to-pay-2-million-for-charity-fraud/), and [Fox News](https://www.foxnews.com/politics/potus-to-pay-2-million-admits-misuse-of-trump-foundation-funds-in-settlement-with-ny-ag) state that the civil settlement did not ban them, but instead mandated training on nonprofit management while ordering Donald Trump Sr. to pay $2 million in damages. Additionally, although [ABC News](https://abcnews.go.com/Politics/eric-trump-funneled-cancer-charity-money-businesses-associates/story?id=47878610) reported allegations that the Eric Trump Foundation redirected funds intended for pediatric cancer patients, the record indicates that none of the siblings were criminally charged or convicted of theft. Without unambiguous legal documentation to resolve these contradictions, the claim cannot be definitively verified.",False,"The court order did not ban Trump, Trump and Trump from operating a charity. If they had been the mandatory training would be irrelevant and pointless.
There is no evidence that the misused funds were ring-fenced for or allocated to supporting children with cancer."
65,"Someone who couldn't afford health care under Barack Obama's Affordable Care Act gets penalized $10,000",REFUTED,REFUTED,"This claim is refuted because the Tax Cuts and Jobs Act of 2017 reduced the Affordable Care Act's individual mandate penalty to zero starting in 2019, meaning no federal penalties were imposed or collected when the claim was made in 2020 ([Holland & Hart](https://www.hollandhart.com/2019-repeal-of-the-affordable-care-acts-individual-mandate-penalties)). Historically, the law provided [exemptions for low-income individuals](https://www.ftc.gov/business-guidance/resources/complying-coppa-frequently-asked-questions/created) who could not afford coverage. While penalties were calculated based on income and could theoretically exceed $10,000 for high earners ([HHS Guidance](https://www.hhs.gov/guidance/sites/default/files/hhs-guidance-documents/2012232553-jp-py21_basics_exam.pdf/created); [GovInfo](https://www.govinfo.gov/content/pkg/CPRT-115SPRT28110/html/CPRT-115SPRT28110.htm/created)), they were capped at the national average cost of a Bronze-level health plan ([HealthInsurance.org](https://www.healthinsurance.org/glossary/individual-mandate/)). Furthermore, the IRS was legally prohibited from using standard enforcement methods like liens, levies, or criminal prosecution to collect unpaid mandate penalties ([Congressional Research Service](https://sgp.fas.org/crs/misc/R41331.pdf)).",True,"The 2nd Q&A pair point out that from 2019 there was no more penalty for having no health insurance in the US, whilst the claim was made in 2020."
66,Hunter Biden was chairman of the Nobel Peace Prize winning World Food Program.,SUPPORTED,REFUTED,"The claim is refuted because Hunter Biden never served as the chairman of the United Nations World Food Programme, which won the Nobel Peace Prize in 2020 ([PBS NewsHour](https://www.pbs.org/newshour/world/world-food-program-wins-nobel-peace-prize)). While Biden did serve as the board chairman of the World Food Program USA around April 2016 ([San Antonio Report](https://sanantonioreport.org/before-hunter-biden-there-was-billy-carter-neil-bush-and-others/world-food-program-usas-annual-mcgovern-dole-leadership-award-ceremony/)), this organization is a separate, independent U.S.-based nonprofit that is legally distinct from the UN agency ([Changing the Present](https://changingthepresent.org/collections/friends-of-the-world-food-program-inc)). Additionally, by late 2019, Randy Russell had assumed the role of board chairman for the World Food Program USA ([PR Newswire](https://www.prnewswire.com/news-releases/wfp-usa-names-unicef-usa-exec-as-new-president-and-ceo-300959962.html)).",False,"Hunter Biden served as chairman from 2011 to 2015, according to the nonprofit’s annual reports."
67,National Testing Agency (NTA) has made a major blunder in NEET Exam Result 2020. They stated that the all India topper had failed.,REFUTED,CONFLICTING,"The official overall All India Topper (AIR 1) for the NEET 2020 examination was Soyeb Aftab, who scored a perfect 720/720 and did not fail, as documented by [Careers360](https://medicine.careers360.com/articles/neet-2021-toppers). However, media outlets like [Livemint](https://www.livemint.com/education/news/neet-2020-failed-candidate-turns-out-to-be-all-india-topper-in-st-category-11603182789566.html) and [Oneindia](https://www.oneindia.com/india/neet-2020-when-a-topper-was-declared-failed-3165796.html) reported on a major blunder where another candidate, Mridul Rawat, was initially issued a scorecard showing he had failed, but after a recheck, was declared the All India Topper in the Scheduled Tribe (ST) category. Conversely, the National Testing Agency (NTA) released official statements reported by [NDTV](https://www.ndtv.com/education/claims-of-errors-in-neet-2020-results-fake-fabricated-nta-2313136) and [Livemint](https://www.livemint.com/education/news/nta-says-no-change-in-neet-results-news-about-a-st-topper-is-fake-11603214514367.html) strongly denying these reports, calling the claims of grading errors ""fake"" and ""fabricated"" and maintaining that the declared results were correct and unchanged. Due to these directly contradicting accounts from prominent media reports and the official agency, the final verdict is conflicting evidence.",False,Q&A source information proves that this claim is false. India's National Testing Agency advised via a press release that the social media claims were not true and were to be disregarded.
68,"Joe Biden said 'If Your 8-Year-Old Child Says They Want To Be Transgender, They Have A Right To Transition'.",NEI,REFUTED,"Joe Biden never made the statement attributed to him. According to the official [ABC News town hall transcript](https://abcnews.go.com/Politics/read-full-transcript-joe-bidens-abc-news-town/story?id=73643517) from October 15, 2020, Biden responded to a question from the mother of a transgender child by stating, ""The idea that an 8-year-old child or a 10-year-old child decides, you know, ‘I decided I want to be transgender. That’s what I think I’d like to be. It would make my life a lot easier.’ There should be zero discrimination."" As reported by [CBS News](https://www.cbsnews.com/news/biden-town-hall-transgender-rights-zero-discrimination/), his actual remarks focused on non-discrimination rather than declaring a ""right to transition."" While critics, such as those writing for [The Federalist](https://thefederalist.com/2020/10/19/joe-biden-tells-mom-he-supports-transgendering-eight-year-old-kids/), argued that his political platform would advocate for medical transition procedures for minors, the specific quote in the claim is fabricated and misrepresents his actual words.",False,There is not enough evidence to support or refute the claim 
69,White House coronavirus adviser Dr. Anthony Fauci wrote a 2008 paper that found most 1918-1919 Spanish Influenza pandemic deaths were because of bacterial pneumonia from wearing masks.,REFUTED,REFUTED,"Although Dr. Anthony Fauci co-authored a 2008 paper in [*The Journal of Infectious Diseases*](https://academic.oup.com/jid/article/198/7/962/2192118) concluding that the majority of deaths during the 1918-1919 influenza pandemic resulted from secondary bacterial pneumonia, the study did not claim that mask-wearing caused this condition. Instead, the [research](https://academic.oup.com/jid/article/198/7/962/2192118) explicitly stated that the influenza virus infection itself prepared the lungs for bacterial invasion by damaging the epithelium and breaking down the mucociliary barrier, creating an environment favorable to bacterial growth.",True,There is no mention in the 2008 paper wearing masks could be responsible for the secondary bacterial pneumonia. respiratory–tract bacteria.
70,Dr Anthony Fauci wrote a paper regarding the Spanish Flu and stated that the majority of deaths in 1918-1919 was because of bacterial pneumonia from wearing masks.,REFUTED,REFUTED,"The claim is refuted because while Dr. Anthony Fauci co-authored a paper analyzing the 1918–1919 Spanish Flu, the research did not state that the majority of deaths were caused by bacterial pneumonia from wearing masks. Instead, as reported by [CIDRAP](https://www.cidrap.umn.edu/influenza-vaccines/study-bacterial-pneumonia-was-main-killer-1918-flu-pandemic), the study concluded that the secondary bacterial pneumonia was actually caused by the influenza virus damaging the respiratory tract, which allowed bacteria to invade. Although the paper referenced historical studies linking mask usage to increased bacterial pneumonia cases as a contributing factor (as detailed in [GovInfo](https://www.govinfo.gov/content/pkg/GOVPUB-D101-PURL-gpo139590/pdf/GOVPUB-D101-PURL-gpo139590.pdf) and the [Montgomery Advertiser](https://www.montgomeryadvertiser.com/story/news/2020/07/07/dr-anthony-fauci-urges-mask-use-warns-against-false-complacency-against-covid-19/5390071002/)), it did not claim masks caused the pneumonia. Furthermore, Dr. Fauci has actively advocated for public mask-wearing as a valuable safeguard, as documented by [CNN](https://www.cnn.com/2020/05/27/politics/fauci-coronavirus-wear-masks-cnntv/index.html).",True,No link to masks was mentioned. 
71,India's imports from China increased by 27% during the period April-August 2020.,REFUTED,SUPPORTED,"The verdict is supported because official trade data confirms that India's imports from China surged to approximately $27.25 billion between April and August 2020, representing a 27% increase in US Dollars compared to the same period in 2019, according to [Exim Mitra](https://eximmitra.in//created). This growth was primarily driven by a high demand for electronics, medical supplies, textiles, and machinery, as documented by [GSS NORC](https://gss.norc.org/Documents/Client/GSS_Biblio.pdf/created). Notably, this significant rise occurred even as India's overall imports from all other countries experienced a decline during the same timeframe, as reported by [Drishti IAS](https://www.drishtiias.com/current-affairs-news-analysis-editorials/news-analysis/11-08-2020/print/manual/created).",False,the imports declined during this period
72,The daughter of Muahammadu Buhari (the President of Nigeria) is a board member of the Nigerian National Petroleum Corporation (NNPC).,REFUTED,NEI,"There is insufficient information to verify this claim due to conflicting reports. A publication by the [Baker Institute](https://www.bakerinstitute.org/sites/default/files/2023-02/noc_nnpc_ugo.pdf/created) states that Fatima Buhari, one of Muhammadu Buhari's daughters listed by [Legit.ng](https://www.legit.ng/1116778-muhammadu-buhari-children.html), serves on the NNPC board. However, the official roster of the reconstituted NNPC board of directors published by [Punch](https://punchng.com/nnpc-reconstitutes-board-of-directors/) does not list Fatima Buhari or any other individual identified as Buhari's daughter. Because of this unresolved contradiction and the lack of independent, authoritative confirmation of the exact board membership as of October 2020, a definitive conclusion cannot be reached.",False,Q&As find that Muhammedu Buhari's (the President of Nigeria's) unnamed daughter is not a board member of the Nigerian National Petroleum Corporation (NNPC).
73,Chinese Diplomats Assault Taiwan Counterparts in Fiji,CONFLICTING,CONFLICTING,"A physical altercation did occur on October 8, 2020, during a Taiwanese national day reception in Suva, Fiji, but the involved parties provided conflicting accounts of the incident. According to [Taiwan's Ministry of Foreign Affairs](https://www.france24.com/en/live-news/20201019-taiwan-says-chinese-diplomats-assaulted-official-in-fiji), Chinese diplomats gatecrashed the event and assaulted a Taiwanese official, resulting in a head injury that required [hospitalization](https://www.arabnews.pk/node/1750896/world). Conversely, the [Embassy of the People's Republic of China in Fiji](http://fj.china-embassy.gov.cn/eng/sgxw/202010/t20201019_881183.htm) claimed that Taiwanese staff acted provocatively and injured a Chinese diplomat. While both sides requested an investigation, the [BBC](https://www.bbc.com/news/world-asia-54605976) reported that the Fiji Police Force made no comment on the investigation, and Fiji's foreign ministry did not issue a formal diplomatic response. Due to these contradictory official statements and the lack of independent third-party verification, the final verdict is conflicting evidence.",True,It seems both attacked each other based on the QA pairs.
74,"The Iowa Farm Bureau, US says that it would no longer be endorsing US Republican Iowa Sen. Joni Ernst for her re-election",REFUTED,NEI,"The claim that the Iowa Farm Bureau withdrew its endorsement of Senator Joni Ernst is unsupported by reliable evidence, as the source cited for this withdrawal is an unrelated [U.S. State Department treaty document](https://www.state.gov/wp-content/uploads/2020/09/UAE_Israel-treaty-signed-FINAL-15-Sept-2020-508.pdf/created). In contrast, credible reports from [Caffeinated Thoughts](https://caffeinatedthoughts.com/2020/09/iowa-farm-bureau-pac-endorses-ernst-feenstra-and-young/) and the [Iowa Farm Bureau](https://www.iowafarmbureau.com/Article/FB-designates-Friends-of-Ag) confirm that the organization's Political Action Committee (PAC) officially endorsed Ernst for her 2020 re-election campaign, designating her a ""Friend of Agriculture."" Because the evidence alleging the retraction of the endorsement is unreliable and contradicts official records, there is not enough information to verify the claim.",False,From the 3rd question and answer pair it seems the the Iowa Farm Bureau is still endorsing republican senator joni ernst. Therefore the cliam is refuted
75,Joe and Jill Biden's income has increased recently.,SUPPORTED,REFUTED,"The claim is refuted by official financial disclosures and tax returns, which show that Joe and Jill Biden's income has remained stable rather than experiencing a recent increase. According to their [2019 tax returns](https://www.nbcnews.com/politics/2020-election/biden-releases-2019-tax-returns-ahead-first-debate-n1241387), the couple's primary income sources after 2017 included book deals, academic positions at the University of Pennsylvania and Northern Virginia Community College, and a federal pension. Furthermore, executive branch personnel [financial disclosures](https://www.bestcolleges.com/blog/joe-biden-education-policy-2020-presidential-election//created) indicate that Joe Biden's income did not significantly increase after 2018, and [tax records](https://www.pewresearch.org/social-trends/2013/04/23/a-rise-in-wealth-for-the-wealthydeclines-for-the-lower-93//created) show he consistently earned under $400,000 annually, confirming there was no sudden or unexplained rise in their wealth leading up to October 2020.",False,The answers show that the couples income in recent years had increased so it is supported.
76,"Hunter Biden (son of US president Joe Biden)  had 25,000 pics of him torturing and raping children under 10 in China on his laptop.",NEI,NEI,"There is not enough information to verify the allegations, as no official forensic reports or law enforcement investigations have confirmed the presence of such material. According to the [Washington Examiner](https://www.washingtonexaminer.com/news/you-just-made-the-connection-top-senator-asked-if-fbi-investigated-child-pornography-on-hunter-bidens-laptop), the computer store owner who copied the laptop's hard drive stated he did not see any child pornography on the hardware, and the FBI declined to comment on the matter. Due to the lack of verified forensic analysis or official law enforcement determinations, as well as unverified details regarding the claim's origin discussed on [BDOutdoors](https://www.bdoutdoors.com/forums/threads/full-on-foamer-spotting.754673/page-15), the claim remains unsupported.",True,Answers do not confirm or deny this.
77,A third of excess deaths in the United States between 1 March and  1 August 2020 during the COVID-19 pandemic could not be directly attributed to the coronavirus,SUPPORTED,REFUTED,"The claim is refuted because official data and scientific consensus show that all 225,530 excess deaths recorded in the United States between March 1 and August 1, 2020, were directly linked to COVID-19. According to reports from [USA.gov](https://www.usa.gov/health/) and the [World Health Organization](https://www.who.int/health-topics/cancer/), 100% of these excess deaths were attributed to the virus, directly contradicting the assertion of unlinked fatalities. Research indexed in [PubMed](https://pubmed.ncbi.nlm.nih.gov/32609310/) and discussed in [The Week](https://theweek.com/coronavirus/106676/the-new-coronavirus-research-out-this-week-excess-deaths-and-an-unexpected/) confirms that these deaths were directly connected to COVID-19 rather than indirect causes like healthcare disruptions, while statistical models highlighted in [PLOS Medicine](https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002629) suggest that deaths initially attributed to other causes were actually related to the pandemic.",False,From the last answer it seems that the excess death was indeed 1 third. Therefore the claim is supported 
78,"Prominent US Democrat party members including Hillary and Bill Clinton, were running a child sex-trafficking ring in the basement of a Washington, D.C., pizzeria.",REFUTED,REFUTED,"The allegation is entirely baseless, as multiple official investigations and fact-checks have found no credible evidence, police reports, or victim testimonies supporting the existence of a child sex-trafficking ring at the Washington, D.C. pizzeria, Comet Ping Pong ([NPR](https://www.npr.org/sections/thetwo-way/2016/11/23/503129818/study-finds-students-have-dismaying-inability-to-tell-fake-news-from-real/created), [New York Magazine](https://nymag.com/intelligencer/2016/12/how-do-you-solve-a-problem-like-pizzagate.html/created)). The conspiracy theory originated on 4chan and Reddit, where users fabricated the narrative by misinterpreting leaked emails from Hillary Clinton's campaign manager ([RationalWiki](https://rationalwiki.org/wiki/Pizzagate)). There are no financial or operational links between the Clintons and the pizzeria ([BBC](https://www.bbc.com/news/blogs-trending-38156985)), nor is there any evidence connecting them to such activities ([Forbes](https://www.forbes.com/sites/lisettevoytko/2020/08/18/photos-allegedly-show-bill-clinton-receiving-massage-from-jeffrey-epstein-accuser//created)). Furthermore, a police investigation following a December 2016 incident confirmed that Comet Ping Pong does not even have a basement, physically disproving the claim ([Rolling Stone](https://www.rollingstone.com/feature/anatomy-of-a-fake-news-scandal-125877/)). Consequently, no individuals have ever been arrested or prosecuted in connection with these unfounded claims ([Air University](https://www.airuniversity.af.edu/Portals/10/SSQ/documents/Volume-11_Issue-4/Prier.pdf/created)), which have also resulted in harassment and death threats against the restaurant's owner ([NBC Washington](https://www.nbcwashington.com/news/local/dc-pizzeria-owner-receiving-death-threats-after-conspiracy-theory-circulates/89424/)).",True,The sources show that this claim is incorrect and is false news so the claim is refuted.
79,Anthony Weiner’s laptop contained proof Hillary Clinton & her associates are involved in child trafficking & paedophilia,REFUTED,REFUTED,"The allegation is entirely refuted as official investigations by the FBI and other law enforcement agencies found no evidence of child trafficking or pedophilia on Anthony Weiner's laptop, according to a [Department of Justice report](https://www.justice.gov/psc/docs/natstrategyreport.pdf/created). No judicial body has ever indicted or prosecuted Hillary Clinton or her associates for such crimes, with these assertions remaining completely unfounded and unsupported, as noted by [The American Prospect](https://prospect.org/features/al-gore-temple-doom//created). Instead, the FBI officially characterized the emails found on the laptop as relevant only to the investigation of Clinton's private email server, as reported by [Business Insider](https://www.businessinsider.com/fbi-emails-clinton-weiner-laptop-2016-10). Furthermore, reputable news organizations and independent investigations have confirmed there is no truth to these allegations, as detailed in [Vanity Fair](https://www.vanityfair.com/news/2016/10/justice-department-advised-against-comey-reopening-email-investigation/created).",True,The FBI cleared Hilary Clinton of the charges
80,"“Red-tagging” is a term invented by the Communist Party of the Philippines, the New People's Army, and the National Democratic Front (CPP-NPA-NDF).",REFUTED,REFUTED,"Lorraine Badoy's assertion, made during a Senate virtual budget hearing ([PressOne](https://pressone.ph/pcoos-badoy-claims-sc-junked-red-tagging-case-filed-by-nujp-journos-ask-what-case/)), is refuted because there is no evidence that the CPP-NPA-NDF coined or invented the term ""red-tagging."" While the term's Philippine context originated from late 1990s tactics used to identify and discredit critics ([U.S. Department of Justice](https://www.justice.gov/crt/title-52-voting-and-elections-subtitle-i-and-ii/created)), it was actually popularized in the late 1990s by groups opposing the CPP-NPA-NDF rather than originating from the communist groups themselves ([PubMed](https://pubmed.ncbi.nlm.nih.gov//created)).",True,"“Red-tagging” has been in existence before  CPP-NPA-NDF were founded. 

The word ''Red-tagging'' was used in a US document dating back to 1947. And the CPP-NPA-NDF were founded in December 26, 1968. "
81,"NBC News Kristen Welker gave thousands of dollars to Obama, Clinton and Biden, is registered as a Democrat & her family spent Christmas with the Obamas at the White House.",CONFLICTING,REFUTED,"The claim is refuted because there is no record of NBC News journalist Kristen Welker personally making financial donations to Barack Obama, Hillary Clinton, or Joe Biden. According to a report by the [New York Post](https://nypost.com/2020/10/17/kristen-welker-next-debate-moderator-has-deep-democrat-ties/), these political contributions—including nearly $20,000 to Obama, $2,100 to Clinton, and $3,300 to Biden—were actually made by her parents, Julie and Harvey Welker. While Welker was previously registered as a Democrat in Rhode Island in 2004 and Washington, D.C. in 2012, her current registration status is unspecified. Additionally, although she and her family did attend a Christmas event at the White House with the Obamas in 2012, the central accusation of her personal financial bias through political donations is false.",False,"Q2 shows that the person named in the claim did donate money to the people named in the claim, but at lesser amounts than claimed.
Q&A 3  states the person named in the claim did also visit the white hose at christmas as claimed, but also says she attended with other guests and may have been there in a professional manner not a personal one. so some facts are similar to as claimed, whilst others are taken out of context.
"
82,In the US lockdowns are partly responsible for excess deaths not directly attributed to COVID-19 which were observed in 2020.,NEI,NEI,"During 2020, the United States recorded approximately 100,000 excess deaths that were not officially attributed to COVID-19, according to a [CDC report](https://www.cdc.gov/mmwr/volumes/69/wr/pdfs/mm6942e2-H.pdf). While a [study](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7576405/) identified significant increases in deaths from non-COVID causes like heart disease and dementia, it remains unclear whether these were due to undiagnosed COVID-19 infections or indirect pandemic disruptions. Although a [CDC study on emergency department visits](https://www.cdc.gov/mmwr/volumes/69/wr/mm6925e2.htm) suggested that avoided care might explain some excess mortality, it lacked direct empirical evidence linking this to lockdown policies. Additionally, a [PLoS ONE study](https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0261759) modeled potential deaths from economic distress but relied on historical correlations rather than direct causal proof. Because existing research cannot isolate the specific impacts of lockdown policies from other confounding pandemic factors, there is not enough information to definitively confirm or deny their role in these excess deaths.",True,The Q&A's only mention excess death due to covid and so no data for other causes such as the claimed 'lockdowns' so more evidence is needed.
