sample_index,claim,target,predicted,justification,correct,gt_justification
51,People who do not vote for the Bharatiya Janata Party (BJP) in the 2020 elections will not get the COVID vaccine free of cost.,REFUTED,REFUTED,"
The claim is refuted because no COVID-19 vaccine had been approved in India as of the claim date (October 22, 2020)—approvals did not come until January 2021 ([NIH source](https://www.nih.gov/sites/default/files/research-training/initiatives/covid-19-strategic-plan/coronavirus-strategic-plan-20200713.pdf/created))—making any denial of access impossible at that time. The Indian government's official vaccine distribution policy contained no conditions related to political affiliation; the Health Ministry promised universal procurement and distribution for all states ([The Hindu Business Line](https://www.thehindubusinessline.com/news/a-non-existent-covid-vaccine-gets-caught-in-a-political-storm/article32921495.ece)). While the BJP and its allies used free vaccine promises as election campaign rhetoric in 2020 state elections (notably Bihar and Tamil Nadu), these were political campaign promises, not official government policy, and the claim conflates campaign messaging with actual policy. Although one suspicious PIB source seemingly referenced BJP officials making such statements, its URL format raises credibility concerns, and no independent fact-checking organization confirmed the claim. The assertion that non-BJP voters would be denied a free COVID-19 vaccine is unsupported by any official policy and conflates political campaign messaging with government action.",True,The answer shows that the claim is false and so the claim is refuted.
52,President Ferdinand Marcos and Dr. Jose Rizal established and founded the WORLD BANK and International Monetary Fund.,REFUTED,REFUTED,"
The claim is definitively refuted by overwhelming historical evidence. The World Bank and IMF were established at the [Bretton Woods Conference in 1944](https://www.files.ethz.ch/isn/137956/WP14.pdf), in New Hampshire, USA, by 44 Allied nations, with the principal architects being [Harry Dexter White](https://www.investopedia.com/terms/i/international-bank-of-reconstruction-and-development.asp) (U.S. Treasury) and John Maynard Keynes (United Kingdom). Dr. Jose Rizal was [executed in 1896](https://en.wikipedia.org/wiki/Rizal_Day)—nearly 50 years before these institutions existed—making it impossible for him to have founded them. Ferdinand Marcos, [born in 1917](https://www.amazon.com/prime-video/actor/Ferdinand-Marcos/amzn1.dv.gti.dd9c0d4c-9b1d-4b2b-abe2-174c75f7134e/), was only 27 years old and had not yet entered politics in 1944, and did not become President of the Philippines until 1965, more than two decades after these institutions were founded. Neither individual had any role in establishing the World Bank or IMF.",True,"On the World Bank’s website and the IMF’s website, it states both entities were conceived and established in 1944, following the Bretton Woods agreement on a global economic framework post-World War II.  "
53,The FBI is in possession of the president of the US's son  Hunter Biden's laptop.,SUPPORTED,SUPPORTED,"
The fact-check finds the claim's core assertion — that the FBI was in possession of Hunter Biden's laptop — to be supported. Multiple sources confirm the FBI obtained the laptop on December 9 or 19, 2019, through a [grand jury subpoena](https://www.dailymail.co.uk/news/article-8866457/Laptop-allegedly-belonging-Hunter-Biden-linked-FBI-White-Collar-money-laundering-probe.html) issued to the Wilmington, Delaware repair shop owner, John Paul Mac Isaac, as part of a federal money laundering investigation. The laptop had been [dropped off at Mac Isaac's shop in April 2019](https://www.foxnews.com/politics/hunter-biden-emails-computer-repair-store-owner-john-paul-mac-isaac), and Mac Isaac also provided a copy of the hard drive to [Rudy Giuliani's attorney](https://www.delawareonline.com/story/news/2020/10/14/meet-wilmington-repairman-who-reportedly-gave-biden-laptop-giuliani-associate/3655753001/) before turning the device over to the FBI. Although no public court records or official FBI confirmations of this possession existed before the claim date, the underlying fact of FBI custody is well-established. The claim does contain a minor inaccuracy: Joe Biden was not the sitting president on October 22, 2020 — [Donald Trump was](https://nypost.com/2020/10/14/), and Biden was only the Democratic presidential nominee at the time, not inaugurated until January 20, 2021 — but this does not undermine the substantive claim about the FBI's possession of the laptop.",True,"It seems that the FBi is indeed in the possession of the laptop, therefore the claim is supported"
54,India’s imports from China increased by 27% in April-August 2020,REFUTED,SUPPORTED,"
The claim is supported. Multiple Q&A sources consistently confirm that India's imports from China rose by 27% during April–August 2020 compared to the same period in 2019, based on official Ministry of Commerce data, which typically reports trade values in USD. The figure was available by the claim date of October 22, 2020, as the April–August period had already concluded. Key corroborating sources include the [USDA FAS data page](https://fas.usda.gov/data/created) and the [Indian Ministry of Commerce trade statistics document](https://commerce.gov.in/wp-content/uploads/2020/03/MOC_636977682649387207_LS-03-07-2019.pdf), which confirm both the percentage increase and the official nature of the underlying data.",False,Q&A 2 and 3 both show that there was a  decrease in the imports from China of 27.63%  between April- August 2020  no an increase as claimed.
55,Generally the deaths from Covid-19 are still pretty flat because we've flattened the curve.,REFUTED,SUPPORTED,"On October 21, 2020, the 7-day rolling average of U.S. COVID-19 deaths was indeed stable at approximately 700–800 per day, and multiple sources characterize the trend as having ""plateaued"" following the spring 2020 surge ([CBS News](https://www.cbsnews.com/minnesota/news/coronavirus-in-wisconsin-covid-19-death-toll-hits-400-total-cases-top-10k/), [BMC Medicine](https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01791-8), [White House](https://www.whitehouse.gov/)), directly supporting the assertion that deaths were ""pretty flat"" on that date. While broader context—notably rising cases, the typical lag between case and death increases, and the looming ""third wave"" that drove deaths sharply higher in November and December 2020 ([USA Today](https://www.usatoday.com/in-depth/graphics/2020/03/10/us-coronavirus-map-tracking-united-states-outbreak/4945223002/))—suggests this plateau was temporary, the claim as stated about the current state of deaths on October 21, 2020, is consistent with the available evidence.",False,The answer and credible source show that the amount of deaths increased so the claim is refuted.
56,Previous flu vaccines may have made President Donald Trump susceptible to COVID-19,REFUTED,NEI,"The fact-check yielded no substantive findings because the Record contains no documented evidence, Q&A analysis, or priorjudgement to evaluate the claim that previous flu vaccines may have made President Trump susceptible to COVID-19. Without any retrieved sources, expert input, or contextual information—including scientific literature on influenza vaccination's potential effect on SARS-CoV-2 susceptibility, details of President Trump's vaccination history and COVID-19 timeline, or the basis of the original article by [Miriam Fauzia](https://www.newsweek.com/)—there is insufficient information to support or refute the claim. Consequently, the verdict is **not enough information**.",False,Studys show the flu vaccine does not affect how susceptible some one is to covid-19 so based on this it would mean Donald Trump was not more susceptible.
57,"While serving as Town Supervisor on Grand Island, Nebraska, US Nate McMurray voted to raise taxes on homeowners.",SUPPORTED,CONFLICTING,"The claim contains a significant factual error: Nate McMurray served as Town Supervisor of Grand Island, **New York**, not Nebraska as stated by the claim author ([Spectrum News](https://spectrumlocalnews.com/nys/buffalo/politics/2018/01/10/nate-mcmurray-to-announce-candidacy-for-congress)). While a Grand Island does exist in Nebraska ([Visit Grand Island](https://visitgrandisland.com/plan-a-trip/things-to-do/nature-wildlife.html)), it is a separate and unrelated municipality. Regarding the tax vote assertion, evidence confirms that during McMurray's tenure, the Grand Island Town Board approved budgets that raised taxes—notably the 2020 budget, which increased the overall property tax levy by 3.47%, the general fund tax rate by 2.2%, and the water district tax rate by 34% ([Buffalo News via Wayback Machine](https://web.archive.org/web/20220322021746/https://buffalonews.com/news/local/grand-island-raises-tax-levy-for-2020-by-3-5-stays-within-tax-cap/article_e8bd1aa5-7de9-5181-bb5a-494ab4ecfb52.html)). However, the available sources do not specifically document McMurray's individual vote (yea or nay) on these measures, only attributing approval to ""the Town Board"" generally, and meeting minutes show the motions to adopt the budget were made by other council members ([ecode360](https://ecode360.com/documents/GR0053/public/466406368.pdf)). The claim is therefore misleading: the incorrect state misrepresents where McMurray served, and the specific assertion that he personally ""voted to raise taxes"" is not directly substantiated by the evidence, even though tax increases did occur during his tenure.",False,Confirmed in QA Pairs with Vote date and the vote he cast.
58,"Russia sent medical aid to the US, in the form of medical equipment to help coronavirus patients.",CONFLICTING,SUPPORTED,"The evidence from multiple sources confirms that Russia did send medical aid to the United States in the form of medical equipment to help coronavirus patients. A Russian military transport plane delivered 60 tons of supplies—including ventilators, masks, and respirators—to JFK airport in New York, accepted by the Trump administration following a phone call between Trump and Putin ([NBC News](https://www.nbcnews.com/politics/donald-trump/russian-plane-coronavirus-medical-gear-lands-u-s-after-trump-n1174436)). Kremlin spokesman Dmitry Peskov publicly confirmed the aid ([Anadolu Agency](https://www.aa.com.tr/en/health/russia-sends-medical-aid-to-us-to-help-fight-covid-19/1788290)). However, the shipment actually occurred in late March/early April 2020, not October 2020 as the claim's date suggests. The Russian-made ventilators were later returned after identical models caused fatal fires in Russian hospitals ([NPR](https://www.npr.org/sections/coronavirus-live-updates/2020/05/21/860143691/u-s-sends-ventilators-to-russia-in-5-6-million-coronavirus-aid-package)), and Russia billed the US approximately $660,000 for the shipment ([ABC News](https://abcnews.go.com/Politics/russia-bills-us-660k-aid-included-gas-masks/story?id=70451912)). Despite the date discrepancy, the core factual content of the claim is well-supported by evidence.",False,"Evidence finds that Russia did send medical equipment to the United States; however, the U.S. State Department clarified in a press release that the shipment was a ""purchase."" Evidence also finds that Aventa-M ventilators from Russia were never used by any American hospital, but in October, it was finally discovered where those ventilators ended up—in the trash heap. Hence, a conflicting/cherry-picking claim. "
59,There is a scam involving Santander customers being sent fake bank cards.,NEI,NEI,"The fact-check found no evidence confirming or refuting the specific claim about a scam involving fake Santander bank cards being sent to customers. Searches uncovered various unrelated Santander frauds, including [smishing scams using number spoofing](https://www.thesun.co.uk/money/5805668/santander-warns-customers-about-new-text-message-scam-which-could-hand-your-bank-details-to-criminals/), [authorized push payment (APP) fraud](https://www.santander.co.uk/about-santander/media-centre/press-releases/santander-launches-new-payment-process-to-combat-the-rise-in-payment-scams), [ATM fraud with preloaded debit cards in New York](https://www.ny1.com/nyc/all-boroughs/news/2020/08/19/santander-bank-glitch-leads-to-atm-fraud), and a [2017 ATM skimming incident in Massachusetts](https://www.doj.nh.gov/consumer/security-breaches/documents/santander-20170619.pdf), but none documented physical fake bank cards being mailed to customers. The absence of matching evidence means the claim cannot be verified or debunked based on available information.",True,"Q&A 1 says that Santander was issuing new bank cards but makes no reference to the claim about a scam being linked to fake issued bank cards,  Q&A 2 and 3 give no answer for their questions so needs more evidence overall for the claim points."
60,"UK Employees unable to work in tier 3 areas will get a combination of Job Support Scheme and Universal Credit, which will mean they get 80% of their wages.",CONFLICTING,CONFLICTING,"The claim is misleading because it presents the 80% figure as universal when it applies only to a subset of low-income workers. The Job Support Scheme itself only covered 67% of normal salary(capped at £2,100/month) and was not even operational on October 21, 2020 — it launched on November 1, 2020 ([JSS factsheet](https://assets.publishing.service.gov.uk/media/5f8074fb8fa8f50454ce9339/20201009_JSSC_Factsheet_FINAL_EG_1516_002_.pdf)). While Universal Credit could top up the JSS payment to at least 80% for some workers, eligibility depended on income, savings, and dependents — workers with £16,000 in savings would not qualify for any Universal Credit at all, and the Institute for Fiscal Studies calculated that a single person earning £11,000/year with no children would receive only 73% of their usual income, as confirmed by the [BBC](https://www.bbc.co.uk/news/54633147). The DWP's confirmation of the 80% figure was explicitly limited to low-income workers receiving the full UC entitlement, meaning the claim cherry-picks the most favorable scenario while omitting crucial context about caps, savings thresholds, and the scheme's not-yet-active status.",True,"Rather than the 80% mentioned in the claim, employees will earn 77% according to the sources provided "
61,The large image of the Joe Biden and Kamala Harris logo projected onto a Harley-Davidson location in Milwaukee US indicates the motorcycle manufacturer's endorsement of the US Democratic presidential nominee.,REFUTED,NEI,"
No evidence was retrieved, no sources were consulted, and no Q&A analysis was conducted in this fact-check. The Record contains only the claim itself — that a projected Biden-Harris logo on a Harley-Davidson location in Milwaukee constituted a corporate endorsement — without any verification of the image, its origin, or any official statement from Harley-Davidson. Without supporting or contradicting evidence, there is insufficient information to determine the truthfulness of the claim.",False,The question-answer pair show that the claim is not true.
62,Scientific American magazine warned that 5G technology is not safe.,REFUTED,CONFLICTING,"The claim is misleading through cherry-picking: while Scientific American did publish Joel Moskowitz's October 2019 opinion piece titled [""We Have No Reason to Believe 5G Is Safe""](https://www.saferemr.com/2020/02/will-scientific-american-clear-up.html), the magazine simultaneously published opposing opinion pieces—Kenneth Foster's [""5G Is Coming: How Worried Should We Be about the Health Risks?""](https://www.linkedin.com/pulse/scientific-american-created-confusion-5gs-safety-clear-joel-moskowitz) and David Robert Grimes' [""Don't Fall Prey to Scaremongering about 5G""](https://www.linkedin.com/pulse/scientific-american-created-confusion-5gs-safety-clear-joel-moskowitz)—and never issued an official editorial warning against 5G, instead adopting a stance of balance and acknowledging scientific uncertainty. The [naturalnews.com article](https://www.naturalnews.com/2020-10-20-scientific-american-issues-warnings-dangers-of-5g.html) by Cassie B, published on a source rated as a [questionable and discredited outlet](https://mediabiasfactcheck.com/natural-news/) that ""routinely publishes false information,"" misrepresented a single author's opinion as the magazine's institutional position, a framing echoed but not corrected by the [ACSH analysis](https://www.acsh.org/news/2019/10/21/scientific-american-says-5g-dangerous-vegetables-are-junk-food-14351). The claim is therefore technically true on a narrow reading but deeply misleading in its implication, omitting the contradictory context that fundamentally changes the impression conveyed.",False,There is no convincing evidence that 5G technology is unsafe. 
63,Officer who wore Trump 2020 mask to polls to face disciplinary action,SUPPORTED,SUPPORTED,"
The fact-check record reveals contradictory evidence, but the most directly relevant sources support the claim. Sources that denied the incident (e.g., a [Freedom House methodology page](https://freedomhouse.org/reports/freedom-world/freedom-world-research-methodology/created) and an [ABC News story about a Philadelphia bus incident](https://abcnews.go.com/US/philadelphia-police-drag-man-mask-off-public-bus/story?id=70104383/created)) appear tangentially related and do not address the specific incident. In contrast, sources directly relevant to the claim—including a [ClickOrlando article](https://www.clickorlando.com/news/florida/2020/10/20/florida-officer-to-be-disciplined-after-wearing-trump-mask-while-voting/) and a [Florida Politics report](https://floridapolitics.com/archives/375944-miami-officer-uniform-mask/)—confirm that the incident occurred in Miami, Florida, at the Government Center, and that the officer's employer announced disciplinary action. Based on the weight of relevant evidence, the claim is **supported**.",True,The Q&A pair confirm that the officer in the claim did breach protocol and so you would expect a disciplinary action as the claim states.
64,"Eric Trump, Donald J. Trump Jr., and Ivanka Trump are banned from ever operating a charity again because they stole donations for children with cancer.",REFUTED,CONFLICTING,"The claim is largely false and misleading. While Eric Trump, Donald J. Trump Jr., and Ivanka Trump were indeed barred fromserving on charities in New York state as part of a [November 2019 settlement](https://www.nbcnews.com/politics/donald-trump/judge-orders-trump-pay-2-million-misusing-his-foundation-n1078306) with the New York Attorney General's office, the ban applies only to New York charities—not a blanket lifetime ban on ""ever operating a charity"" as the claim states. More critically, the claim fabricates the reason for the ban: there is no evidence that donations for children with cancer were stolen. According to the [legal proceedings](https://www.japantimes.co.jp/news/2018/06/15/business/new-york-sues-trump-charity-self-dealing/), the actual misconduct involved the [Trump Foundation](https://www.cbsnews.com/pittsburgh/news/new-york-attorney-general-sues-trump-foundation/) engaging in ""repeated and willful self-dealing,"" misusing funds for personal expenses (portraits, sports memorabilia), settling personal legal disputes, and making an impermissible $25,000 political donation to Florida AG Pam Bondi—not the theft of cancer charity donations as alleged.",False,"The court order did not ban Trump, Trump and Trump from operating a charity. If they had been the mandatory training would be irrelevant and pointless.
There is no evidence that the misused funds were ring-fenced for or allocated to supporting children with cancer."
65,"Someone who couldn't afford health care under Barack Obama's Affordable Care Act gets penalized $10,000",REFUTED,REFUTED,"The claim is refuted because it mischaracterizes how the ACA's individual mandate penalty worked. The $10,000 figure was a maximum cap (equal to the national average bronze plan premium), not a standard penalty applied to everyone; the penalty was actually calculated as the greater of a flat dollar amount (~$695 per adult) or 2.5% of household income above tax filing thresholds, meaning lower-income individuals who ""couldn't afford"" coverage would face penalties far below $10,000, if any ([KFF](https://www.kff.org/health-reform/issue-brief/how-many-of-the-uninsured-can-purchase-a-marketplace-plan-for-less-than-their-shared-responsibility-penalty/)). Furthermore, the ACA included hardship and affordability exemptions to protect people who genuinely could not afford coverage, and provided premium tax credits and cost-sharing subsidies to help lower-income individuals afford insurance ([CBPP](https://www.cbpp.org/research/health/improving-aca-subsidies-for-low-and-moderate-income-consumers-is-key-to-increasing)). Most critically, the federal individual mandate penalty was reduced to $0 effective January 1, 2019—over a year before the claim was made on October 20, 2020—through the Tax Cuts and Jobs Act of 2017 ([Holland & Hart](https://www.hollandhart.com/2019-repeal-of-the-affordable-care-acts-individual-mandate-penalties)), making the claim factually impossible at the time it was posted.",True,"The 2nd Q&A pair point out that from 2019 there was no more penalty for having no health insurance in the US, whilst the claim was made in 2020."
66,Hunter Biden was chairman of the Nobel Peace Prize winning World Food Program.,SUPPORTED,REFUTED,"The claim is refuted because Hunter Biden served as **Board Chairman of World Food Program USA**—a separate U.S.-based nonprofit that supports the UN World Food Programme—not as chairman of the actual UN World Food Programme (WFP), which is the entity that won the [Nobel Peace Prize in 2020](https://www.pbs.org/newshour/world/world-food-program-wins-nobel-peace-prize). Multiple sources confirm this distinction, including [Hunter Biden's own lawyer George Mesires](https://medium.com/@george.mesires/a-statement-on-behalf-of-hunter-biden-dated-october-13-2019-d80bc11087ab) and reporting on [his role at World Food Program USA's Annual McGovern-Dole Leadership Award Ceremony](https://sanantonioreport.org/before-hunter-biden-there-was-billy-carter-neil-bush-and-others/world-food-program-usas-annual-mcgovern-dole-leadership-award-ceremony/), where his title is consistently listed as ""World Food Program USA Board Chairman."" The claim falsely conflates these two distinct organizations to imply he chaired the Nobel Peace Prize–winning UN agency itself.",False,"Hunter Biden served as chairman from 2011 to 2015, according to the nonprofit’s annual reports."
67,National Testing Agency (NTA) has made a major blunder in NEET Exam Result 2020. They stated that the all India topper had failed.,REFUTED,CONFLICTING,"The fact-check confirms that NTA did make an error in the NEET 2020 results: Mridul Rawat was initially declared as failed with 329/720 on the first marksheet, but after rechecking, his score was corrected to 650/720, revealing him as the All India Topper in the **Scheduled Tribe (ST) category** ([Livemint](https://www.livemint.com/education/news/neet-2020-failed-candidate-turns-out-to-be-all-india-topper-in-st-category-11603182789566.html), [India.com](https://www.india.com/education/neet-2020-result-blunder-aspirant-declared-failed-emerges-as-topper-deets-here-4179014/)). However, the overall All India toppers were Soyeb Aftab and Akanksha Singh, who both scored a perfect 720/720 and were never declared as failed ([OneIndia](https://www.oneindia.com/india/neet-2020-when-a-topper-was-declared-failed-3165796.html)). The claim is therefore misleading because it conflates the ST category topper with the overall all-India topper, omitting the crucial contextual distinction and creating a significantly different impression of the incident, warranting a **cherry-picking** verdict.",False,Q&A source information proves that this claim is false. India's National Testing Agency advised via a press release that the social media claims were not true and were to be disregarded.
68,"Joe Biden said 'If Your 8-Year-Old Child Says They Want To Be Transgender, They Have A Right To Transition'.",NEI,REFUTED,"The claim that Joe Biden said ""If Your 8-Year-Old Child Says They Want To Be Transgender, They Have A Right To Transition"" is **refuted** by the evidence. While Biden did address the topic of transgender children during the [ABC News Town Hall on October 15, 2020](https://www.cbsnews.com/news/biden-town-hall-transgender-rights-zero-discrimination/), his actual words were substantively different: ""The idea that an eight-year-old child or a 10-year-old child decides you know, I decided I want to be transgender. That's what I think I'd like to be. It'd make my life a lot easier. There should be zero discrimination."" Multiple sources, including [CBS News](https://www.cbsnews.com/news/biden-town-hall-transgender-rights-zero-discrimination/) and [The Federalist](https://thefederalist.com/2020/10/19/joe-biden-tells-mom-he-supports-transgendering-eight-year-old-kids/), confirm this actual quote, and none corroborate the exact wording in the claim. Biden's real statement focused on ""zero discrimination"" rather than asserting a ""right to transition,"" and the claim's attributed quote distorts both the content and nuance of his remarks. The claim, originating from [Pastor Greg Locke](https://www.tennessean.com/story/news/2016/05/01/target-blasting-pastor-greg-locke-channels-anger-new-way/83615088/)—a source with no journalistic credentials—presents a fabricated direct quote.",False,There is not enough evidence to support or refute the claim 
69,White House coronavirus adviser Dr. Anthony Fauci wrote a 2008 paper that found most 1918-1919 Spanish Influenza pandemic deaths were because of bacterial pneumonia from wearing masks.,REFUTED,REFUTED,"
The fact-check confirms that Dr. Anthony Fauci did co-author a 2008 paper — ""Predominant Role of Bacterial Pneumonia as a Cause of Death in Pandemic Influenza"" (Morens, Taubenberger, and Fauci, [*Journal of Infectious Diseases*](https://medlineplus.gov/download/genetics/condition/pyle-disease.pdf/created)) — which concluded that the majority of 1918–1919 pandemic deaths resulted from secondary bacterial pneumonia rather than the influenza virus itself. However, the claim's critical assertion that these deaths were caused by mask-wearing is entirely unsupported: the paper never discussed masks as a causal factor, instead attributing bacterial superinfections (from pathogens like *Streptococcus pneumoniae* and *Staphylococcus aureus*) to influenza-induced damage of the respiratory tract ([PAHO](https://www3.paho.org/english/dd/pin/Number18_article5.htm/created)). Multiple sources, including the paper's actual findings and subsequent medical analyses ([ERJ](https://erj.ersjournals.com/content/56/4/2001727/created)), consistently confirm that the mask-wearing link is a misrepresentation of the paper's conclusions, making the claim false.",True,There is no mention in the 2008 paper wearing masks could be responsible for the secondary bacterial pneumonia. respiratory–tract bacteria.
70,Dr Anthony Fauci wrote a paper regarding the Spanish Flu and stated that the majority of deaths in 1918-1919 was because of bacterial pneumonia from wearing masks.,REFUTED,REFUTED,"
Dr. Anthony Fauci did co-author a 2008 paper on the 1918–1919 Spanish Flu pandemic (titled ""Predominant Role of Bacterial Pneumonia as a Cause of Death in Pandemic Influenza,"" co-authored with David M. Morens and Jeffery K. Taubenberger), which indeed concluded that the majority of deaths were due to secondary bacterial pneumonia infections ([HHS source](https://www.hhs.gov/sites/default/files/For%20Posting_Hauguel_NIAID%20Universal%20Influenza%20Vaccine%20Portfolio_16x9_Remediated%20%28002%29.pdf/created), [PBS NewsHour](https://www.pbs.org/newshour/health/analysis-why-some-schools-stayed-open-during-the-1918-flu-pandemic/created)). However, the paper attributed these deaths to bacterial co-infections following the influenza virus—exacerbated by the lack of antibiotics—not to mask-wearing ([History.com](https://www.history.com/news/1918-pandemic-public-health-campaigns/created)). The claim falsely conflates the paper's legitimate finding about bacterial pneumonia with a fabricated assertion that masks caused these deaths, a misrepresentation that has been widely debunked.",True,No link to masks was mentioned. 
71,India's imports from China increased by 27% during the period April-August 2020.,REFUTED,SUPPORTED,"Multiple independent sources consistently confirm the 27% increase in India's imports from China during April–August 2020. The [Bank for International Settlements](https://www.bis.org/publ/bppdf/bispap83.pdf/created) reports that imports totaled $33.52 billion during that period, a 27% rise over the same period in 2019 (approximately $26.39 billion). [Oxfam](https://www.oxfam.org/en/india-extreme-inequality-numbers/created), citing official data, corroborates the 27% figure, and a [USITC](https://www.usitc.gov/home/created) source explicitly states that ""India's imports from China rose exactly 27% in April-August"" 2020. The figure refers to monetary value (USD), which is standard for official trade statistics. The claim is well-supported across these independent sources.",False,the imports declined during this period
72,The daughter of Muahammadu Buhari (the President of Nigeria) is a board member of the Nigerian National Petroleum Corporation (NNPC).,REFUTED,SUPPORTED,"
Multiple sources confirm that Muhammadu Buhari was serving as President of Nigeria on October 19, 2020 (having been reelected in February 2019), and that his daughter [Zahra Buhari](https://cs.wellesley.edu/~pmetaxas/Research/Information_Credibility_on_Twitter.pdf/created) was appointed as a non-executive director on the [NNPC board](https://uniosun.edu.ng/index.php/itemlist/category/169-profile.html?start=110/created) as of that date, with the appointment documented in the Federal Government Gazette. Buhari has multiple daughters, but Zahra is the one specifically identified as an NNPC board member. While no official government or NNPC press announcement was found, and the exact appointment date and length of service are unspecified, the available evidence directly and clearly supports the claim.",False,Q&As find that Muhammedu Buhari's (the President of Nigeria's) unnamed daughter is not a board member of the Nigerian National Petroleum Corporation (NNPC).
73,Chinese Diplomats Assault Taiwan Counterparts in Fiji,CONFLICTING,SUPPORTED,"The claim is well-supported by multiple corroborating sources. On October 8, 2020, two Chinese embassy workers gatecrashed a Taiwan National Day celebration at the Grand Pacific Hotel in Suva, Fiji, and physically assaulted a Taiwanese official, who sustained a head wound requiring hospital treatment. Taiwan's foreign ministry officially condemned the incident as ""the first ever physical confrontation between members of Beijing and Taipei's diplomatic missions,"" and [Fiji police launched an investigation](https://www.france24.com/en/live-news/20201019-taiwan-says-chinese-diplomats-assaulted-official-in-fiji). The [Chinese Embassy in Fiji](http://fj.china-embassy.gov.cn/eng/sgxw/202010/t20201019_881183.htm) offered a competing account alleging the Taiwanese side initiated the violence, but this represents a conflicting narrative rather than a refutation of the core claim. The incident received widespread international media coverage, including by [France 24](https://www.france24.com/en/live-news/20201019-taiwan-says-chinese-diplomats-assaulted-official-in-fiji) and [The Guardian](https://www.grubsheet.com.au/grubsheet-story-goes-global/), confirming the event's occurrence and the essential details of the claim.",False,It seems both attacked each other based on the QA pairs.
74,"The Iowa Farm Bureau, US says that it would no longer be endorsing US Republican Iowa Sen. Joni Ernst for her re-election",REFUTED,SUPPORTED,"
The fact-check confirms that the Iowa Farm Bureau Federation — a legitimate U.S. organization founded in 1918 and described as ""Iowa's largest grassroots farm organization"" ([iowafarmbureau.com](https://www.iowafarmbureau.com/WebsitePageFile/File/F0EFA6AD-6457-4F15-B236-22D9949E78DD/Cenntenial_Web.pdf)) — did withdraw its endorsement of Republican Iowa Senator Joni Ernst in October 2020, as referenced in multiple sources including [NBC News](https://www.nbcnews.com/news/us-news/nebraska-man-accused-making-threats-ernst-n780866/) and [ACLED data](https://acleddata.com/2020/09/03/demonstrations-political-violence-in-america-new-data-for-summer-2020/). The withdrawal pertained to her 2020 re-election campaign, and Ernst was indeed a Republican senator from Iowa seeking re-election that year ([Des Moines Register](https://www.desmoinesregister.com/story/opinion/columnists/2019/02/28/joni-ernst-defy-history-re-elected-2020-grassley-harkin-trump-senate-politics-elections-republicans/3016068002/)). The timing aligns with the claim date of October 18, 2020, and the act of withdrawing inherently confirms a prior endorsement existed. No specific reason for the withdrawal was identified, but this does not undermine the core factual claim, which is consistently supported across sources.",False,From the 3rd question and answer pair it seems the the Iowa Farm Bureau is still endorsing republican senator joni ernst. Therefore the cliam is refuted
75,Joe and Jill Biden's income has increased recently.,SUPPORTED,REFUTED,"The tax return data for Joe and Jill Biden shows a clear declining income trend in the years leading up to October 2020, directly contradicting the claim that their income had ""increased recently."" They reported approximately $11 million in adjusted gross income in 2017, more than $4.5 million in 2018, and about $985,000 in 2019—representing a consistent year-over-year decrease ([NBC News](https://www.nbcnews.com/politics/2020-election/biden-releases-2019-tax-returns-ahead-first-debate-n1241387), [CPA Practice Advisor](https://www.cpapracticeadvisor.com/2020/09/30/biden-2019-tax-returns-show-high-income-and-high-tax-rate/40527/)). While their post-White House earnings were substantially higher than their government salary, this comparison reflects the period after leaving the vice presidency in early 2017, not a ""recent"" increase as of the claim's date. The documented year-over-year decline from 2017 through 2019 definitively refutes the assertion.",False,The answers show that the couples income in recent years had increased so it is supported.
76,"Hunter Biden (son of US president Joe Biden)  had 25,000 pics of him torturing and raping children under 10 in China on his laptop.",NEI,REFUTED,"Multiple elements of the claim are demonstrably false. Joe Biden was not the sitting US President on October 18, 2020—he was a presidential candidate who didn't assume office until January 20, 2021 ([NBC News](https://www.nbcnews.com/archive/articles/2020/october)). While a laptop associated with Hunter Biden did surface in October 2020 reportedly containing ""nearly 25,000 images,"" these were described by the [New York Post](https://nypost.com/2020/10/16/hunter-biden-emails-pics-reveal-wild-life-pained-soul/) as ""sexually explicit selfies and porn"" along with personal photos—not images of torture or rape of children. No forensic examination, credible news organization, or independent expert confirmed the existence of images depicting Hunter Biden torturing or raping children under 10 in China; [CBS News](https://www.cbsnews.com/news/hunter-biden-laptop-new-york-post-story/) explicitly stated it ""has not seen or corroborated the data supposedly on the hard drive,"" and references to child pornography came only from unverified secondhand claims via partisan outlets like [OAN and National File](https://nationalfile.com/bombshell-ny-post-refuses-to-publish-all-25000-hunter-pics-after-reports-they-include-child-porn/). Furthermore, the [Daily Mail](https://www.dailymail.co.uk/news/article-8842709/Joe-Bidens-son-crack-pipe-new-low-dirtiest-election-writes-TOM-LEONARD.html) reporting on the laptop contents makes no mention of child exploitation material of any kind, and Hunter Biden has never been charged, arrested, or convicted of any crime involving child sexual abuse material ([Radar Online](https://radaronline.com/t/hunter-biden/?page=5)).",False,Answers do not confirm or deny this.
